scenario	id	name	kind	asset	yaw	scale	damage	status
huangjin-184	20025	廬江	CITY	city2	0.0	0.96	0	TRANSITIONAL_ART
huangjin-184	20026	柴桑	CITY	city1	0.0	0.96	0	TRANSITIONAL_ART
huangjin-184	20027	江夏	CITY	city2	0.0	0.96	0	TRANSITIONAL_ART
huangjin-184	20028	新野	CITY	city1	0.0	0.96	0	TRANSITIONAL_ART
huangjin-184	20029	襄陽	CITY	city1	0.0	0.96	0	TRANSITIONAL_ART
huangjin-184	20030	江陵	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
huangjin-184	20031	長沙	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
huangjin-184	20032	武陵	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
huangjin-184	20033	桂陽	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
huangjin-184	20034	零陵	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
huangjin-184	20035	永安	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
huangjin-184	20036	漢中	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
huangjin-184	20037	梓潼	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
huangjin-184	20038	江州	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
huangjin-184	20039	成都	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
huangjin-184	20040	建寧	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
huangjin-184	20041	雲南	CITY	city2	0.0	0.96	0	TRANSITIONAL_ART
huangjin-184	20042	壺關	GATE	gate	-1.1071488	1.0	0	TRANSITIONAL_ART
huangjin-184	20043	虎牢關	GATE	gate	-1.1071488	1.0	0	TRANSITIONAL_ART
huangjin-184	20044	潼關	GATE	gate	-1.1071488	1.0	0	TRANSITIONAL_ART
huangjin-184	20045	函谷關	GATE	gate	-1.1071488	1.0	0	TRANSITIONAL_ART
huangjin-184	20046	武關	GATE	gate	0.0	1.0	0	TRANSITIONAL_ART
huangjin-184	20047	陽平關	GATE	gate	0.0	1.0	0	TRANSITIONAL_ART
huangjin-184	20048	劍閣	GATE	gate	0.0	1.0	0	TRANSITIONAL_ART
huangjin-184	20049	葭萌關	GATE	gate	0.0	1.0	0	TRANSITIONAL_ART
huangjin-184	20050	涪水關	GATE	gate	-1.1071488	1.0	0	TRANSITIONAL_ART
huangjin-184	20051	綿竹關	GATE	gate	0.0	1.0	0	TRANSITIONAL_ART
huangjin-184	20052	安平港	PORT	port	0.0	1.0	0	TRANSITIONAL_ART
huangjin-184	20053	高唐港	PORT	port	1.1071488	1.0	0	TRANSITIONAL_ART
huangjin-184	20054	西河港	PORT	port	-2.0344439	1.0	0	TRANSITIONAL_ART
huangjin-184	20055	白馬港	PORT	port	1.1071488	1.0	0	TRANSITIONAL_ART
huangjin-184	20056	昌陽港	PORT	port	2.0344439	1.0	0	TRANSITIONAL_ART
huangjin-184	20057	臨濟港	PORT	port	3.1415927	1.0	0	TRANSITIONAL_ART
huangjin-184	20058	海陵港	PORT	port	1.1071488	1.0	0	TRANSITIONAL_ART
huangjin-184	20059	江都港	PORT	port	0.0	1.0	0	TRANSITIONAL_ART
huangjin-184	20060	濡須港	PORT	port	2.0344439	1.0	0	TRANSITIONAL_ART
huangjin-184	20061	頓丘港	PORT	port	-2.0344439	1.0	0	TRANSITIONAL_ART
huangjin-184	20062	官渡港	PORT	port	-2.0344439	1.0	0	TRANSITIONAL_ART
huangjin-184	20063	孟津港	PORT	port	3.1415927	1.0	0	TRANSITIONAL_ART
huangjin-184	20064	解縣港	PORT	port	-1.1071488	1.0	0	TRANSITIONAL_ART
huangjin-184	20065	新豐港	PORT	port	3.1415927	1.0	0	TRANSITIONAL_ART
huangjin-184	20066	夏陽港	PORT	port	1.1071488	1.0	0	TRANSITIONAL_ART
huangjin-184	20067	房陵港	PORT	port	0.0	1.0	0	TRANSITIONAL_ART
huangjin-184	20068	蕪湖港	PORT	port	-1.1071488	1.0	0	TRANSITIONAL_ART
huangjin-184	20069	虎林港	PORT	port	-2.0344439	1.0	0	TRANSITIONAL_ART
huangjin-184	20070	曲阿港	PORT	port	2.0344439	1.0	0	TRANSITIONAL_ART
huangjin-184	20071	句章港	PORT	port	3.1415927	1.0	0	TRANSITIONAL_ART
huangjin-184	20072	皖口港	PORT	port	0.0	1.0	0	TRANSITIONAL_ART
huangjin-184	20073	九江港	PORT	port	2.0344439	1.0	0	TRANSITIONAL_ART
huangjin-184	20074	陸口港	PORT	port	-2.0344439	1.0	0	TRANSITIONAL_ART
huangjin-184	20075	鄱陽港	PORT	port	-1.1071488	1.0	0	TRANSITIONAL_ART
huangjin-184	20076	盧陵港	PORT	port	-1.1071488	1.0	0	TRANSITIONAL_ART
huangjin-184	20077	夏口港	PORT	port	0.0	1.0	0	TRANSITIONAL_ART
huangjin-184	20078	湖陽港	PORT	port	0.0	1.0	0	TRANSITIONAL_ART
huangjin-184	20079	中廬港	PORT	port	3.1415927	1.0	0	TRANSITIONAL_ART
huangjin-184	20080	烏林港	PORT	port	2.0344439	1.0	0	TRANSITIONAL_ART
huangjin-184	20081	漢津港	PORT	port	2.0344439	1.0	0	TRANSITIONAL_ART
huangjin-184	20082	江津港	PORT	port	-1.1071488	1.0	0	TRANSITIONAL_ART
huangjin-184	20083	羅縣港	PORT	port	-1.1071488	1.0	0	TRANSITIONAL_ART
huangjin-184	20084	洞庭港	PORT	port	2.0344439	1.0	0	TRANSITIONAL_ART
huangjin-184	20085	公安港	PORT	port	2.0344439	1.0	0	TRANSITIONAL_ART
huangjin-184	20086	巫縣港	PORT	port	0.0	1.0	0	TRANSITIONAL_ART
coalition-190	20000	襄平	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
coalition-190	20001	北平	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
coalition-190	20002	薊	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
coalition-190	20003	南皮	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
coalition-190	20004	平原	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
coalition-190	20005	晉陽	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
coalition-190	20006	鄴	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
coalition-190	20007	北海	CITY	city1	0.0	0.96	0	TRANSITIONAL_ART
coalition-190	20008	下邳	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
coalition-190	20009	小沛	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
coalition-190	20010	壽春	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
coalition-190	20011	濮陽	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
coalition-190	20012	陳留	CITY	city2	0.0	0.96	0	TRANSITIONAL_ART
coalition-190	20013	許昌	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
coalition-190	20014	汝南	CITY	city2	0.0	0.96	0	TRANSITIONAL_ART
coalition-190	20015	洛陽	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
coalition-190	20016	宛	CITY	city2	0.0	0.96	0	TRANSITIONAL_ART
coalition-190	20017	長安	CITY	city2	0.0	0.96	0	TRANSITIONAL_ART
coalition-190	20018	上庸	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
coalition-190	20019	安定	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
coalition-190	20020	天水	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
coalition-190	20021	武威	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
coalition-190	20022	建業	CITY	city1	0.0	0.96	0	TRANSITIONAL_ART
coalition-190	20023	吳	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
coalition-190	20024	會稽	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
coalition-190	20025	廬江	CITY	city2	0.0	0.96	0	TRANSITIONAL_ART
coalition-190	20026	柴桑	CITY	city1	0.0	0.96	0	TRANSITIONAL_ART
coalition-190	20027	江夏	CITY	city2	0.0	0.96	0	TRANSITIONAL_ART
coalition-190	20028	新野	CITY	city1	0.0	0.96	0	TRANSITIONAL_ART
coalition-190	20029	襄陽	CITY	city1	0.0	0.96	0	TRANSITIONAL_ART
coalition-190	20030	江陵	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
coalition-190	20031	長沙	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
coalition-190	20032	武陵	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
coalition-190	20033	桂陽	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
coalition-190	20034	零陵	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
coalition-190	20035	永安	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
coalition-190	20036	漢中	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
coalition-190	20037	梓潼	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
coalition-190	20038	江州	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
coalition-190	20039	成都	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
coalition-190	20040	建寧	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
coalition-190	20041	雲南	CITY	city2	0.0	0.96	0	TRANSITIONAL_ART
coalition-190	20042	壺關	GATE	gate	-1.1071488	1.0	0	TRANSITIONAL_ART
coalition-190	20043	虎牢關	GATE	gate	-1.1071488	1.0	0	TRANSITIONAL_ART
coalition-190	20044	潼關	GATE	gate	-1.1071488	1.0	0	TRANSITIONAL_ART
coalition-190	20045	函谷關	GATE	gate	-1.1071488	1.0	0	TRANSITIONAL_ART
coalition-190	20046	武關	GATE	gate	0.0	1.0	0	TRANSITIONAL_ART
coalition-190	20047	陽平關	GATE	gate	0.0	1.0	0	TRANSITIONAL_ART
coalition-190	20048	劍閣	GATE	gate	0.0	1.0	0	TRANSITIONAL_ART
coalition-190	20049	葭萌關	GATE	gate	0.0	1.0	0	TRANSITIONAL_ART
coalition-190	20050	涪水關	GATE	gate	-1.1071488	1.0	0	TRANSITIONAL_ART
coalition-190	20051	綿竹關	GATE	gate	0.0	1.0	0	TRANSITIONAL_ART
coalition-190	20052	安平港	PORT	port	0.0	1.0	0	TRANSITIONAL_ART
coalition-190	20053	高唐港	PORT	port	1.1071488	1.0	0	TRANSITIONAL_ART
coalition-190	20054	西河港	PORT	port	-2.0344439	1.0	0	TRANSITIONAL_ART
coalition-190	20055	白馬港	PORT	port	1.1071488	1.0	0	TRANSITIONAL_ART
coalition-190	20056	昌陽港	PORT	port	2.0344439	1.0	0	TRANSITIONAL_ART
coalition-190	20057	臨濟港	PORT	port	3.1415927	1.0	0	TRANSITIONAL_ART
coalition-190	20058	海陵港	PORT	port	1.1071488	1.0	0	TRANSITIONAL_ART
coalition-190	20059	江都港	PORT	port	0.0	1.0	0	TRANSITIONAL_ART
coalition-190	20060	濡須港	PORT	port	2.0344439	1.0	0	TRANSITIONAL_ART
coalition-190	20061	頓丘港	PORT	port	-2.0344439	1.0	0	TRANSITIONAL_ART
coalition-190	20062	官渡港	PORT	port	-2.0344439	1.0	0	TRANSITIONAL_ART
coalition-190	20063	孟津港	PORT	port	3.1415927	1.0	0	TRANSITIONAL_ART
coalition-190	20064	解縣港	PORT	port	-1.1071488	1.0	0	TRANSITIONAL_ART
coalition-190	20065	新豐港	PORT	port	3.1415927	1.0	0	TRANSITIONAL_ART
coalition-190	20066	夏陽港	PORT	port	1.1071488	1.0	0	TRANSITIONAL_ART
coalition-190	20067	房陵港	PORT	port	0.0	1.0	0	TRANSITIONAL_ART
coalition-190	20068	蕪湖港	PORT	port	-1.1071488	1.0	0	TRANSITIONAL_ART
coalition-190	20069	虎林港	PORT	port	-2.0344439	1.0	0	TRANSITIONAL_ART
coalition-190	20070	曲阿港	PORT	port	2.0344439	1.0	0	TRANSITIONAL_ART
coalition-190	20071	句章港	PORT	port	3.1415927	1.0	0	TRANSITIONAL_ART
coalition-190	20072	皖口港	PORT	port	0.0	1.0	0	TRANSITIONAL_ART
coalition-190	20073	九江港	PORT	port	2.0344439	1.0	0	TRANSITIONAL_ART
coalition-190	20074	陸口港	PORT	port	-2.0344439	1.0	0	TRANSITIONAL_ART
coalition-190	20075	鄱陽港	PORT	port	-1.1071488	1.0	0	TRANSITIONAL_ART
coalition-190	20076	盧陵港	PORT	port	-1.1071488	1.0	0	TRANSITIONAL_ART
coalition-190	20077	夏口港	PORT	port	0.0	1.0	0	TRANSITIONAL_ART
coalition-190	20078	湖陽港	PORT	port	0.0	1.0	0	TRANSITIONAL_ART
coalition-190	20079	中廬港	PORT	port	3.1415927	1.0	0	TRANSITIONAL_ART
coalition-190	20080	烏林港	PORT	port	2.0344439	1.0	0	TRANSITIONAL_ART
coalition-190	20081	漢津港	PORT	port	2.0344439	1.0	0	TRANSITIONAL_ART
coalition-190	20082	江津港	PORT	port	-1.1071488	1.0	0	TRANSITIONAL_ART
coalition-190	20083	羅縣港	PORT	port	-1.1071488	1.0	0	TRANSITIONAL_ART
coalition-190	20084	洞庭港	PORT	port	2.0344439	1.0	0	TRANSITIONAL_ART
coalition-190	20085	公安港	PORT	port	2.0344439	1.0	0	TRANSITIONAL_ART
coalition-190	20086	巫縣港	PORT	port	0.0	1.0	0	TRANSITIONAL_ART
warlords-194	20000	襄平	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
warlords-194	20001	北平	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
warlords-194	20002	薊	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
warlords-194	20003	南皮	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
warlords-194	20004	平原	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
warlords-194	20005	晉陽	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
warlords-194	20006	鄴	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
warlords-194	20007	北海	CITY	city1	0.0	0.96	0	TRANSITIONAL_ART
warlords-194	20008	下邳	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
warlords-194	20009	小沛	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
warlords-194	20010	壽春	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
warlords-194	20011	濮陽	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
warlords-194	20012	陳留	CITY	city2	0.0	0.96	0	TRANSITIONAL_ART
warlords-194	20013	許昌	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
warlords-194	20014	汝南	CITY	city2	0.0	0.96	0	TRANSITIONAL_ART
warlords-194	20015	洛陽	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
warlords-194	20016	宛	CITY	city2	0.0	0.96	0	TRANSITIONAL_ART
warlords-194	20017	長安	CITY	city2	0.0	0.96	0	TRANSITIONAL_ART
warlords-194	20018	上庸	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
warlords-194	20019	安定	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
warlords-194	20020	天水	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
warlords-194	20021	武威	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
warlords-194	20022	建業	CITY	city1	0.0	0.96	0	TRANSITIONAL_ART
warlords-194	20023	吳	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
warlords-194	20024	會稽	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
warlords-194	20025	廬江	CITY	city2	0.0	0.96	0	TRANSITIONAL_ART
warlords-194	20026	柴桑	CITY	city1	0.0	0.96	0	TRANSITIONAL_ART
warlords-194	20027	江夏	CITY	city2	0.0	0.96	0	TRANSITIONAL_ART
warlords-194	20028	新野	CITY	city1	0.0	0.96	0	TRANSITIONAL_ART
warlords-194	20029	襄陽	CITY	city1	0.0	0.96	0	TRANSITIONAL_ART
warlords-194	20030	江陵	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
warlords-194	20031	長沙	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
warlords-194	20032	武陵	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
warlords-194	20033	桂陽	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
warlords-194	20034	零陵	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
warlords-194	20035	永安	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
warlords-194	20036	漢中	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
warlords-194	20037	梓潼	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
warlords-194	20038	江州	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
warlords-194	20039	成都	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
warlords-194	20040	建寧	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
warlords-194	20041	雲南	CITY	city2	0.0	0.96	0	TRANSITIONAL_ART
warlords-194	20042	壺關	GATE	gate	-1.1071488	1.0	0	TRANSITIONAL_ART
warlords-194	20043	虎牢關	GATE	gate	-1.1071488	1.0	0	TRANSITIONAL_ART
warlords-194	20044	潼關	GATE	gate	-1.1071488	1.0	0	TRANSITIONAL_ART
warlords-194	20045	函谷關	GATE	gate	-1.1071488	1.0	0	TRANSITIONAL_ART
warlords-194	20046	武關	GATE	gate	0.0	1.0	0	TRANSITIONAL_ART
warlords-194	20047	陽平關	GATE	gate	0.0	1.0	0	TRANSITIONAL_ART
warlords-194	20048	劍閣	GATE	gate	0.0	1.0	0	TRANSITIONAL_ART
warlords-194	20049	葭萌關	GATE	gate	0.0	1.0	0	TRANSITIONAL_ART
warlords-194	20050	涪水關	GATE	gate	-1.1071488	1.0	0	TRANSITIONAL_ART
warlords-194	20051	綿竹關	GATE	gate	0.0	1.0	0	TRANSITIONAL_ART
warlords-194	20052	安平港	PORT	port	0.0	1.0	0	TRANSITIONAL_ART
warlords-194	20053	高唐港	PORT	port	1.1071488	1.0	0	TRANSITIONAL_ART
warlords-194	20054	西河港	PORT	port	-2.0344439	1.0	0	TRANSITIONAL_ART
warlords-194	20055	白馬港	PORT	port	1.1071488	1.0	0	TRANSITIONAL_ART
warlords-194	20056	昌陽港	PORT	port	2.0344439	1.0	0	TRANSITIONAL_ART
warlords-194	20057	臨濟港	PORT	port	3.1415927	1.0	0	TRANSITIONAL_ART
warlords-194	20058	海陵港	PORT	port	1.1071488	1.0	0	TRANSITIONAL_ART
warlords-194	20059	江都港	PORT	port	0.0	1.0	0	TRANSITIONAL_ART
warlords-194	20060	濡須港	PORT	port	2.0344439	1.0	0	TRANSITIONAL_ART
warlords-194	20061	頓丘港	PORT	port	-2.0344439	1.0	0	TRANSITIONAL_ART
warlords-194	20062	官渡港	PORT	port	-2.0344439	1.0	0	TRANSITIONAL_ART
warlords-194	20063	孟津港	PORT	port	3.1415927	1.0	0	TRANSITIONAL_ART
warlords-194	20064	解縣港	PORT	port	-1.1071488	1.0	0	TRANSITIONAL_ART
warlords-194	20065	新豐港	PORT	port	3.1415927	1.0	0	TRANSITIONAL_ART
warlords-194	20066	夏陽港	PORT	port	1.1071488	1.0	0	TRANSITIONAL_ART
warlords-194	20067	房陵港	PORT	port	0.0	1.0	0	TRANSITIONAL_ART
warlords-194	20068	蕪湖港	PORT	port	-1.1071488	1.0	0	TRANSITIONAL_ART
warlords-194	20069	虎林港	PORT	port	-2.0344439	1.0	0	TRANSITIONAL_ART
warlords-194	20070	曲阿港	PORT	port	2.0344439	1.0	0	TRANSITIONAL_ART
warlords-194	20071	句章港	PORT	port	3.1415927	1.0	0	TRANSITIONAL_ART
warlords-194	20072	皖口港	PORT	port	0.0	1.0	0	TRANSITIONAL_ART
warlords-194	20073	九江港	PORT	port	2.0344439	1.0	0	TRANSITIONAL_ART
warlords-194	20074	陸口港	PORT	port	-2.0344439	1.0	0	TRANSITIONAL_ART
warlords-194	20075	鄱陽港	PORT	port	-1.1071488	1.0	0	TRANSITIONAL_ART
warlords-194	20076	盧陵港	PORT	port	-1.1071488	1.0	0	TRANSITIONAL_ART
warlords-194	20077	夏口港	PORT	port	0.0	1.0	0	TRANSITIONAL_ART
warlords-194	20078	湖陽港	PORT	port	0.0	1.0	0	TRANSITIONAL_ART
warlords-194	20079	中廬港	PORT	port	3.1415927	1.0	0	TRANSITIONAL_ART
warlords-194	20080	烏林港	PORT	port	2.0344439	1.0	0	TRANSITIONAL_ART
warlords-194	20081	漢津港	PORT	port	2.0344439	1.0	0	TRANSITIONAL_ART
warlords-194	20082	江津港	PORT	port	-1.1071488	1.0	0	TRANSITIONAL_ART
warlords-194	20083	羅縣港	PORT	port	-1.1071488	1.0	0	TRANSITIONAL_ART
warlords-194	20084	洞庭港	PORT	port	2.0344439	1.0	0	TRANSITIONAL_ART
warlords-194	20085	公安港	PORT	port	2.0344439	1.0	0	TRANSITIONAL_ART
warlords-194	20086	巫縣港	PORT	port	0.0	1.0	0	TRANSITIONAL_ART
guandu-200	20000	襄平	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
guandu-200	20001	北平	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
guandu-200	20002	薊	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
guandu-200	20003	南皮	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
guandu-200	20004	平原	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
guandu-200	20005	晉陽	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
guandu-200	20006	鄴	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
guandu-200	20007	北海	CITY	city1	0.0	0.96	0	TRANSITIONAL_ART
guandu-200	20008	下邳	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
guandu-200	20009	小沛	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
guandu-200	20010	壽春	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
guandu-200	20011	濮陽	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
guandu-200	20012	陳留	CITY	city2	0.0	0.96	0	TRANSITIONAL_ART
guandu-200	20013	許昌	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
guandu-200	20014	汝南	CITY	city2	0.0	0.96	0	TRANSITIONAL_ART
guandu-200	20015	洛陽	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
guandu-200	20016	宛	CITY	city2	0.0	0.96	0	TRANSITIONAL_ART
guandu-200	20017	長安	CITY	city2	0.0	0.96	0	TRANSITIONAL_ART
guandu-200	20018	上庸	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
guandu-200	20019	安定	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
guandu-200	20020	天水	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
guandu-200	20021	武威	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
guandu-200	20022	建業	CITY	city1	0.0	0.96	0	TRANSITIONAL_ART
guandu-200	20023	吳	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
guandu-200	20024	會稽	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
guandu-200	20025	廬江	CITY	city2	0.0	0.96	0	TRANSITIONAL_ART
guandu-200	20026	柴桑	CITY	city1	0.0	0.96	0	TRANSITIONAL_ART
guandu-200	20027	江夏	CITY	city2	0.0	0.96	0	TRANSITIONAL_ART
guandu-200	20028	新野	CITY	city1	0.0	0.96	0	TRANSITIONAL_ART
guandu-200	20029	襄陽	CITY	city1	0.0	0.96	0	TRANSITIONAL_ART
guandu-200	20030	江陵	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
guandu-200	20031	長沙	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
guandu-200	20032	武陵	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
guandu-200	20033	桂陽	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
guandu-200	20034	零陵	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
guandu-200	20035	永安	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
guandu-200	20036	漢中	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
guandu-200	20037	梓潼	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
guandu-200	20038	江州	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
guandu-200	20039	成都	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
guandu-200	20040	建寧	CITY	city0	0.0	0.96	0	TRANSITIONAL_ART
guandu-200	20041	雲南	CITY	city2	0.0	0.96	0	TRANSITIONAL_ART
guandu-200	20042	壺關	GATE	gate	-1.1071488	1.0	0	TRANSITIONAL_ART
guandu-200	20043	虎牢關	GATE	gate	-1.1071488	1.0	0	TRANSITIONAL_ART
guandu-200	20044	潼關	GATE	gate	-1.1071488	1.0	0	TRANSITIONAL_ART
guandu-200	20045	函谷關	GATE	gate	-1.1071488	1.0	0	TRANSITIONAL_ART
guandu-200	20046	武關	GATE	gate	0.0	1.0	0	TRANSITIONAL_ART
guandu-200	20047	陽平關	GATE	gate	0.0	1.0	0	TRANSITIONAL_ART
guandu-200	20048	劍閣	GATE	gate	0.0	1.0	0	TRANSITIONAL_ART
guandu-200	20049	葭萌關	GATE	gate	0.0	1.0	0	TRANSITIONAL_ART
guandu-200	20050	涪水關	GATE	gate	-1.1071488	1.0	0	TRANSITIONAL_ART
guandu-200	20051	綿竹關	GATE	gate	0.0	1.0	0	TRANSITIONAL_ART
guandu-200	20052	安平港	PORT	port	0.0	1.0	0	TRANSITIONAL_ART
guandu-200	20053	高唐港	PORT	port	1.1071488	1.0	0	TRANSITIONAL_ART
